,event,eta,phi,PT,jmass,ntrk,btag,hadem
343,2800,-0.771,-2.137,47.91,0.0,1.0,0.0,0.0
344,2813,-0.305,0.331,31.95,0.0,1.0,0.0,0.0
345,2821,1.87,0.162,19.98,0.0,1.0,0.0,0.0
346,2828,-2.436,-0.889,44.63,0.0,1.0,0.0,0.0
347,2835,0.345,-0.99,32.33,0.0,1.0,0.0,0.0
348,2840,-1.064,2.863,43.87,0.0,1.0,0.0,0.0
349,2852,-2.231,-1.168,61.52,0.0,1.0,0.0,0.0
350,2854,-0.266,0.374,20.32,0.0,-1.0,0.0,0.0
351,2868,-1.054,-0.146,44.22,0.0,-1.0,0.0,0.0
352,2869,1.976,2.227,32.14,0.0,1.0,0.0,0.0
353,2871,1.383,1.331,33.66,0.0,-1.0,0.0,0.0
354,2895,0.118,1.149,90.06,0.0,1.0,0.0,0.0
355,2896,0.431,0.654,31.04,0.0,-1.0,0.0,0.0
356,2901,1.542,-1.452,31.72,0.0,-1.0,0.0,0.0
357,2905,1.631,-1.937,124.33,0.0,1.0,0.0,0.0
358,2918,-0.145,-0.952,32.11,0.0,1.0,0.0,0.0
359,2939,0.623,-1.157,46.2,0.0,1.0,0.0,0.0
360,2941,-1.702,-1.25,83.15,0.0,-1.0,0.0,0.0
361,2944,2.007,1.452,14.45,0.0,-1.0,0.0,0.0
362,2948,-0.607,2.982,38.76,0.0,-1.0,0.0,0.0
363,2956,0.77,-1.819,64.56,0.0,1.0,0.0,0.0
364,2959,-1.758,-2.457,52.14,0.0,-1.0,0.0,0.0
365,2965,-0.999,0.186,58.46,0.0,-1.0,0.0,0.0
366,2978,1.149,-1.718,29.22,0.0,-1.0,0.0,0.0
367,2986,1.715,-2.392,68.72,0.0,1.0,0.0,0.0
368,2990,1.952,0.818,146.32,0.0,1.0,0.0,0.0
369,2992,-1.236,2.068,61.65,0.0,1.0,0.0,0.0
370,2995,1.439,2.584,33.34,0.0,1.0,0.0,0.0
371,3013,0.483,1.521,25.6,0.0,-1.0,0.0,0.0
372,3014,2.161,-0.706,62.43,0.0,1.0,0.0,0.0
373,3030,-0.13,0.247,116.3,0.0,1.0,0.0,0.0
374,3031,1.123,0.94,51.82,0.0,-1.0,0.0,0.0
375,3035,-0.529,-1.854,136.65,0.0,-1.0,0.0,0.0
376,3049,1.19,1.741,46.6,0.0,-1.0,0.0,0.0
377,3051,0.583,2.223,56.49,0.0,1.0,0.0,0.0
378,3060,0.047,-2.845,27.84,0.0,-1.0,0.0,0.0
379,3068,-0.971,0.903,43.25,0.0,1.0,0.0,0.0
380,3092,-2.026,0.633,40.13,0.0,-1.0,0.0,0.0
381,3105,1.467,2.041,23.85,0.0,-1.0,0.0,0.0
382,3111,1.271,-2.761,174.84,0.0,1.0,0.0,0.0
383,3113,2.072,-1.358,59.72,0.0,1.0,0.0,0.0
384,3125,-0.369,-2.7,14.07,0.0,1.0,0.0,0.0
385,3127,1.529,-0.505,35.36,0.0,-1.0,0.0,0.0
386,3135,-0.128,2.7,58.48,0.0,-1.0,0.0,0.0
387,3165,-1.536,-0.559,64.42,0.0,-1.0,0.0,0.0
388,3173,-2.367,1.334,90.7,0.0,-1.0,0.0,0.0
389,3173,-0.48,1.64,56.24,0.0,1.0,0.0,0.0
390,3193,0.336,-0.287,22.54,0.0,1.0,0.0,0.0
391,3205,-1.317,-0.53,115.43,0.0,-1.0,0.0,0.0
392,3205,-0.003,2.919,24.21,0.0,1.0,0.0,0.0
