,event,eta,phi,PT,jmass,ntrk,btag,hadem
372,2493,2.375,-0.949,22.55,0.0,-1.0,0.0,0.0
373,2503,1.451,-1.777,98.14,0.0,1.0,0.0,0.0
374,2506,-2.323,0.466,25.23,0.0,1.0,0.0,0.0
375,2509,-0.373,0.79,97.12,0.0,1.0,0.0,0.0
376,2512,-2.047,-0.385,14.38,0.0,-1.0,0.0,0.0
377,2518,-1.203,-0.643,47.99,0.0,-1.0,0.0,0.0
378,2522,1.917,-0.64,14.65,0.0,1.0,0.0,0.0
379,2525,1.551,1.265,108.79,0.0,1.0,0.0,0.0
380,2529,-2.201,-2.81,19.53,0.0,-1.0,0.0,0.0
381,2539,0.031,-1.126,124.34,0.0,1.0,0.0,0.0
382,2557,-0.407,2.791,294.23,0.0,1.0,0.0,0.0
383,2560,-2.35,1.136,25.93,0.0,1.0,0.0,0.0
384,2562,-2.359,-2.581,16.36,0.0,1.0,0.0,0.0
385,2564,1.654,0.833,34.81,0.0,-1.0,0.0,0.0
386,2567,-0.834,-0.515,131.97,0.0,1.0,0.0,0.0
387,2570,1.152,1.205,20.32,0.0,-1.0,0.0,0.0
388,2570,1.944,-1.042,11.22,0.0,-1.0,0.0,0.0
389,2572,1.861,-2.848,157.43,0.0,1.0,0.0,0.0
390,2576,-0.844,-3.028,147.91,0.0,1.0,0.0,0.0
391,2582,1.796,-1.451,52.54,0.0,-1.0,0.0,0.0
392,2583,1.098,-2.607,128.55,0.0,1.0,0.0,0.0
393,2591,-1.891,-0.638,34.94,0.0,-1.0,0.0,0.0
394,2599,-0.66,-1.806,52.44,0.0,-1.0,0.0,0.0
395,2603,-1.395,-1.564,11.94,0.0,1.0,0.0,0.0
396,2605,-1.004,0.345,42.53,0.0,-1.0,0.0,0.0
397,2628,-1.666,1.167,19.99,0.0,-1.0,0.0,0.0
398,2634,1.467,-1.537,21.72,0.0,1.0,0.0,0.0
399,2641,-1.229,2.563,19.2,0.0,-1.0,0.0,0.0
400,2641,-1.187,2.061,14.07,0.0,-1.0,0.0,0.0
401,2642,1.02,-0.254,105.52,0.0,1.0,0.0,0.0
402,2645,-1.527,-0.056,37.49,0.0,1.0,0.0,0.0
403,2663,-1.29,1.722,109.84,0.0,-1.0,0.0,0.0
404,2673,-2.481,-1.656,14.83,0.0,-1.0,0.0,0.0
