,event,particle,eta,phi,PT,jmass,ntrk,btag,hadem
49635,6745,tau,-0.584,0.424,1122.17,18.4,1.0,0.0,0.0
49636,6745,tau,-0.397,2.535,151.8,28.96,1.0,0.0,0.71
49637,6745,jet,-0.438,-0.102,1575.41,135.96,19.0,0.0,0.08
49638,6745,jet,0.107,-0.454,735.82,28.44,11.0,0.0,0.21
49639,6745,jet,-0.546,1.921,112.55,30.47,19.0,0.0,0.68
49640,6745,MET,0.0,-2.364,120.4,0.0,0.0,0.0,0.0
49641,6746,jet,-0.224,-0.9,3352.04,86.32,17.0,0.0,8.5
49642,6746,jet,-0.201,1.488,2417.69,263.04,27.0,0.0,0.68
49643,6746,jet,0.235,-3.08,1746.0,153.2,40.0,0.0,0.43
49644,6746,jet,-1.135,-1.137,150.12,14.08,13.0,1.0,0.05
49645,6746,jet,0.025,1.129,73.55,6.08,26.0,0.0,0.27
49646,6746,MET,0.0,2.566,750.62,0.0,0.0,0.0,0.0
49647,6747,jet,-1.122,0.218,1754.63,238.12,43.0,0.0,0.11
49648,6747,jet,0.844,2.446,1598.25,304.26,50.0,0.0,0.48
49649,6747,jet,0.058,-1.834,908.81,38.23,10.0,0.0,0.06
49650,6747,jet,-0.045,-2.384,358.8,33.0,12.0,0.0,0.07
49651,6747,jet,2.482,-2.265,309.44,31.01,15.0,0.0,1.81
49652,6747,jet,-1.29,0.711,74.84,8.21,15.0,0.0,0.12
49653,6747,jet,-0.441,0.288,32.02,6.38,9.0,0.0,0.43
49654,6747,MET,0.0,-0.488,149.22,0.0,0.0,0.0,0.0
49655,6748,tau,-0.834,-2.406,2979.0,156.82,-1.0,0.0,0.16
49656,6748,jet,1.099,0.464,1934.94,81.64,20.0,0.0,1.22
49657,6748,jet,-0.197,1.113,1304.6,67.74,7.0,0.0,0.15
49658,6748,jet,-0.245,-2.316,156.54,9.14,11.0,0.0,0.0
49659,6748,jet,-1.533,-2.412,131.74,19.58,16.0,0.0,2.47
49660,6748,jet,0.129,0.33,46.4,6.02,5.0,0.0,0.93
49661,6748,MET,0.0,1.102,146.23,0.0,0.0,0.0,0.0
49662,6749,jet,1.175,-0.195,2401.63,179.85,44.0,0.0,0.07
49663,6749,jet,-1.115,-2.135,1243.42,50.78,16.0,0.0,0.03
49664,6749,jet,-0.31,2.642,991.83,32.21,9.0,0.0,0.67
49665,6749,jet,-0.1,2.124,969.83,20.93,11.0,0.0,0.0
49666,6749,jet,-1.146,1.878,459.09,43.61,22.0,0.0,0.95
49667,6749,jet,1.969,3.093,48.24,8.34,6.0,0.0,4.52
49668,6749,MET,0.0,-2.063,266.17,0.0,0.0,0.0,0.0
49669,6750,photon,1.524,-1.747,36.56,0.0,0.0,0.0,0.0
49670,6750,jet,0.429,-2.42,3311.64,188.48,52.0,0.0,0.51
49671,6750,jet,-0.681,1.574,1494.58,108.65,36.0,0.0,0.28
49672,6750,jet,-0.525,0.152,1324.4,150.6,51.0,0.0,1.93
49673,6750,jet,-0.557,0.659,603.94,36.3,43.0,0.0,1.8
49674,6750,jet,0.927,-2.532,22.85,3.44,29.0,1.0,3.0
49675,6750,MET,0.0,0.251,737.76,0.0,0.0,0.0,0.0
49676,6751,jet,0.051,1.742,3821.74,198.39,26.0,0.0,0.36
49677,6751,jet,-0.079,-1.1,2857.03,72.34,21.0,0.0,0.0
49678,6751,jet,-0.159,-1.629,1046.58,117.02,26.0,0.0,0.36
49679,6751,jet,-0.214,-3.137,379.19,33.29,15.0,0.0,0.11
49680,6751,jet,0.835,-2.622,224.8,27.41,9.0,0.0,0.61
49681,6751,jet,-0.821,-1.826,107.69,17.19,12.0,0.0,3.22
49682,6751,jet,-1.085,-2.399,59.45,15.2,13.0,0.0,0.0
49683,6751,jet,-0.182,2.194,22.96,2.6,12.0,1.0,0.0
49684,6751,MET,0.0,0.809,98.13,0.0,0.0,0.0,0.0
49685,6752,jet,-0.096,-2.977,2866.23,116.3,45.0,1.0,0.18
49686,6752,jet,-1.091,1.766,1212.59,38.82,14.0,0.0,1.0
49687,6752,jet,1.281,2.016,105.8,15.69,14.0,0.0,2.69
49688,6752,MET,0.0,-0.268,3234.35,0.0,0.0,0.0,0.0
49689,6753,jet,-0.138,0.732,4267.32,130.37,20.0,1.0,0.0
49690,6753,jet,0.953,-2.559,1977.76,112.5,26.0,0.0,0.93
49691,6753,jet,-0.498,-2.261,1770.03,173.26,30.0,0.0,4.28
49692,6753,MET,0.0,-2.332,552.77,0.0,0.0,0.0,0.0
49693,6754,tau,1.329,0.009,1349.46,211.72,-1.0,0.0,0.45
49694,6754,tau,-0.721,1.59,34.49,4.38,1.0,0.0,999.9
49695,6754,jet,-0.002,-2.099,2600.83,78.01,15.0,0.0,0.0
49696,6754,jet,-0.22,1.549,2098.5,153.78,17.0,0.0,0.04
49697,6754,jet,-1.531,2.242,302.23,32.52,19.0,1.0,2.05
49698,6754,jet,-0.99,-0.051,26.06,9.03,6.0,0.0,8.71
49699,6754,MET,0.0,-0.876,146.9,0.0,0.0,0.0,0.0
49700,6755,tau,-0.717,-0.269,830.12,24.91,-1.0,0.0,0.0
49701,6755,jet,0.196,2.703,2067.55,85.97,27.0,1.0,0.44
49702,6755,jet,1.06,-2.856,1176.11,55.23,30.0,0.0,0.0
49703,6755,jet,0.913,2.041,421.67,70.51,29.0,0.0,0.32
49704,6755,jet,-0.145,3.06,41.7,6.37,23.0,0.0,0.0
49705,6755,jet,0.879,1.505,32.15,6.47,10.0,0.0,1.75
49706,6755,jet,1.83,1.892,31.55,6.33,5.0,0.0,0.0
49707,6755,MET,0.0,-0.29,2562.05,0.0,0.0,0.0,0.0
49708,6756,electron,-0.419,-1.697,2269.37,0.0,1.0,0.0,0.0
49709,6756,muon,1.23,0.245,1137.1,0.11,-1.0,4.0,1137.0
49710,6756,jet,-1.233,2.491,1319.7,90.42,24.0,0.0,0.2
49711,6756,jet,-0.003,1.865,1013.63,51.82,21.0,0.0,0.45
49712,6756,jet,-0.947,0.366,103.54,12.82,8.0,0.0,0.84
49713,6756,MET,0.0,0.351,451.41,0.0,0.0,0.0,0.0
49714,6757,jet,-0.98,-2.205,3302.36,-0.0,0.0,1.0,999.9
49715,6757,jet,0.536,1.068,3218.94,301.38,43.0,0.0,0.13
49716,6757,jet,-0.6,-0.883,214.85,16.36,20.0,0.0,0.0
49717,6757,jet,-0.442,-0.084,175.09,20.37,20.0,0.0,0.58
49718,6757,jet,0.439,-0.537,45.41,9.92,7.0,0.0,999.9
49719,6757,jet,-0.522,0.507,40.93,5.19,8.0,0.0,0.0
49720,6757,jet,-2.431,-1.446,25.71,2.99,1.0,0.0,0.0
49721,6757,MET,0.0,0.739,29.21,0.0,0.0,0.0,0.0
49722,6758,jet,-0.649,1.327,3671.67,82.9,24.0,0.0,0.2
49723,6758,jet,-0.04,-1.713,1520.83,146.45,24.0,0.0,1.57
49724,6758,jet,1.46,-2.148,1081.98,124.01,18.0,0.0,0.23
49725,6758,jet,0.664,-2.492,81.95,10.56,8.0,0.0,2.04
49726,6758,MET,0.0,-1.617,1107.11,0.0,0.0,0.0,0.0
49727,6759,jet,0.766,-1.319,2200.12,92.31,16.0,0.0,0.77
49728,6759,jet,0.236,1.596,1339.23,79.9,14.0,0.0,0.68
49729,6759,jet,-2.505,-2.898,621.89,31.12,3.0,0.0,0.88
49730,6759,MET,0.0,1.498,961.17,0.0,0.0,0.0,0.0
49731,6760,jet,0.123,2.934,4258.52,264.88,54.0,1.0,0.84
49732,6760,jet,-0.047,-0.242,4131.8,70.62,24.0,0.0,0.0
49733,6760,jet,0.293,2.407,179.62,29.71,41.0,0.0,0.86
49734,6760,jet,0.422,1.957,29.87,3.72,14.0,0.0,0.0
49735,6760,MET,0.0,-0.094,281.52,0.0,0.0,0.0,0.0
49736,6761,muon,-0.024,2.733,1289.3,0.11,1.0,3.0,1289.0
49737,6761,tau,-0.636,1.864,1658.67,136.93,1.0,0.0,1.32
49738,6761,jet,-0.022,1.74,768.75,53.69,20.0,0.0,0.0
49739,6761,MET,0.0,-1.011,3382.69,0.0,0.0,0.0,0.0
49740,6762,jet,-0.085,-2.314,3278.77,595.72,42.0,0.0,1.44
49741,6762,jet,0.323,1.78,2835.73,88.05,25.0,0.0,0.93
49742,6762,jet,-0.218,-0.043,2752.52,357.9,58.0,0.0,1.32
49743,6762,jet,-0.003,2.575,142.36,9.92,10.0,0.0,0.27
49744,6762,jet,-0.881,0.324,103.7,15.95,13.0,0.0,0.0
49745,6762,jet,0.233,-1.857,25.16,4.13,14.0,0.0,2.38
49746,6762,MET,0.0,-1.314,349.36,0.0,0.0,0.0,0.0
49747,6763,jet,2.108,0.108,1400.04,68.96,8.0,0.0,0.94
49748,6763,jet,-0.969,-2.568,1082.31,64.28,29.0,0.0,1.39
49749,6763,jet,-2.289,2.346,521.27,44.93,16.0,0.0,0.02
49750,6763,jet,1.078,-2.407,49.91,8.28,9.0,0.0,5.94
49751,6763,jet,-1.014,3.075,24.71,8.15,11.0,0.0,0.78
49752,6763,MET,0.0,2.331,75.08,0.0,0.0,0.0,0.0
49753,6764,jet,1.07,-0.719,1565.15,76.55,24.0,0.0,6.11
49754,6764,jet,-1.568,-2.319,1055.56,46.75,12.0,1.0,0.02
49755,6764,jet,1.275,2.158,1043.73,18.67,6.0,0.0,4.3
49756,6764,jet,-0.9,1.798,793.99,32.45,14.0,0.0,0.16
49757,6764,jet,-0.549,-0.006,199.41,29.76,24.0,0.0,1.05
49758,6764,jet,0.252,2.198,110.02,19.17,20.0,0.0,2.04
49759,6764,jet,1.494,-0.445,43.73,3.17,22.0,0.0,0.21
49760,6764,MET,0.0,0.59,154.2,0.0,0.0,0.0,0.0
49761,6765,jet,0.632,-1.63,3323.48,171.61,28.0,0.0,0.04
49762,6765,jet,-0.501,0.995,2774.84,83.41,23.0,0.0,0.0
49763,6765,jet,0.455,2.55,1832.36,175.81,38.0,0.0,1.34
49764,6765,jet,0.137,-1.573,212.81,18.84,20.0,0.0,1.53
49765,6765,jet,-1.584,-1.028,204.17,43.54,22.0,0.0,0.52
49766,6765,jet,0.027,0.572,166.49,25.2,17.0,0.0,0.0
49767,6765,jet,-0.816,-2.682,86.7,14.43,10.0,0.0,2.81
49768,6765,MET,0.0,1.401,280.67,0.0,0.0,0.0,0.0
49769,6766,jet,-0.977,-1.031,2255.67,88.3,22.0,0.0,0.27
49770,6766,jet,1.12,2.139,1432.26,65.7,21.0,0.0,1.29
49771,6766,jet,0.364,2.297,781.81,59.93,17.0,0.0,0.17
49772,6766,jet,0.195,0.426,322.55,36.01,15.0,1.0,0.14
49773,6766,jet,0.55,1.27,75.18,11.84,13.0,0.0,2.91
49774,6766,jet,-0.055,2.805,31.92,8.46,8.0,0.0,1.71
49775,6766,MET,0.0,-2.674,174.64,0.0,0.0,0.0,0.0
49776,6767,jet,-1.031,1.462,1946.96,55.81,17.0,0.0,0.67
49777,6767,jet,1.289,-0.934,1379.45,65.4,24.0,0.0,0.01
49778,6767,jet,-0.475,-2.89,1242.06,126.04,22.0,0.0,2.07
49779,6767,jet,1.584,-1.535,316.22,58.82,40.0,0.0,0.48
49780,6767,jet,1.993,-1.585,182.28,15.08,32.0,0.0,0.78
49781,6767,jet,-1.106,-0.28,77.86,11.23,14.0,0.0,1.16
49782,6767,jet,1.994,1.193,58.09,12.8,15.0,0.0,1.66
49783,6767,jet,-1.097,0.256,49.44,6.56,9.0,0.0,2.77
49784,6767,jet,1.842,-1.101,43.5,7.81,28.0,0.0,1.62
49785,6767,MET,0.0,-0.945,16.21,0.0,0.0,0.0,0.0
49786,6768,electron,-0.619,0.754,21.03,0.0,-1.0,0.0,0.0
49787,6768,tau,0.994,-1.613,1421.41,94.28,1.0,0.0,1.21
49788,6768,jet,-0.324,2.737,2070.44,61.64,11.0,0.0,0.03
49789,6768,MET,0.0,0.2,1713.58,0.0,0.0,0.0,0.0
49790,6769,jet,0.834,-2.04,2759.12,175.47,38.0,0.0,1.16
49791,6769,jet,-1.291,1.088,1950.37,127.2,29.0,0.0,4.0
49792,6769,jet,0.759,1.136,1169.89,103.25,31.0,0.0,0.66
49793,6769,jet,-0.148,-1.533,65.92,8.84,10.0,0.0,1.02
49794,6769,jet,-2.256,1.428,50.43,13.57,12.0,0.0,0.82
49795,6769,MET,0.0,-2.032,348.3,0.0,0.0,0.0,0.0
49796,6770,jet,-0.328,0.236,3150.0,105.02,26.0,0.0,0.04
49797,6770,jet,0.764,3.108,1736.99,156.78,36.0,0.0,1.82
49798,6770,jet,0.192,-2.692,1029.36,100.34,18.0,1.0,0.0
49799,6770,jet,0.035,-2.042,217.3,32.0,3.0,1.0,0.0
49800,6770,jet,-2.313,-0.483,126.0,14.49,19.0,0.0,0.07
49801,6770,jet,-2.402,-0.92,121.49,12.01,14.0,0.0,19.92
49802,6770,jet,-0.785,0.81,101.98,5.42,5.0,0.0,1.17
49803,6770,jet,-0.179,1.171,51.86,5.76,5.0,0.0,0.0
49804,6770,jet,-2.207,-2.003,39.05,6.69,3.0,0.0,0.47
49805,6770,jet,2.838,0.288,24.61,2.47,0.0,0.0,0.78
49806,6770,MET,0.0,-2.975,598.83,0.0,0.0,0.0,0.0
49807,6771,jet,-0.998,-1.433,2176.87,397.4,49.0,0.0,0.18
49808,6771,jet,0.343,1.387,1591.61,89.32,20.0,0.0,0.72
49809,6771,jet,-0.469,1.126,1211.92,183.86,36.0,0.0,0.09
49810,6771,jet,1.494,-2.863,1127.2,119.81,30.0,0.0,2.25
49811,6771,jet,-0.738,-1.081,80.8,9.39,39.0,1.0,0.0
49812,6771,jet,1.679,3.047,57.81,3.5,28.0,0.0,999.9
49813,6771,jet,-1.01,-2.593,41.01,7.46,10.0,0.0,0.0
49814,6771,jet,0.666,0.811,37.55,3.61,4.0,0.0,0.0
49815,6771,jet,0.12,-1.438,23.05,3.52,7.0,0.0,0.0
49816,6771,MET,0.0,-1.762,57.92,0.0,0.0,0.0,0.0
49817,6772,photon,1.059,-2.007,1961.36,0.0,0.0,0.0,0.0
49818,6772,jet,-0.625,1.161,1680.07,314.54,68.0,0.0,1.19
49819,6772,jet,-1.161,0.719,1527.51,191.79,30.0,0.0,0.31
49820,6772,jet,-0.724,-2.162,1046.35,60.1,23.0,0.0,0.12
49821,6772,jet,-0.523,-3.14,356.54,57.65,29.0,0.0,0.49
49822,6772,jet,-0.149,0.929,74.59,8.7,36.0,0.0,0.57
49823,6772,jet,-0.509,-2.645,23.69,5.02,33.0,0.0,12.27
49824,6772,jet,-0.734,0.621,22.94,1.93,56.0,0.0,0.0
49825,6772,MET,0.0,2.994,67.26,0.0,0.0,0.0,0.0
49826,6773,jet,-1.379,2.74,1840.07,190.85,28.0,0.0,0.3
49827,6773,jet,1.685,0.081,1458.51,58.6,9.0,0.0,0.0
49828,6773,jet,0.245,-1.2,902.31,60.33,27.0,0.0,0.1
49829,6773,jet,-2.16,-2.655,24.46,3.79,4.0,0.0,999.9
49830,6773,MET,0.0,2.868,66.47,0.0,0.0,0.0,0.0
49831,6774,jet,0.266,2.223,3041.32,166.35,36.0,0.0,0.01
49832,6774,jet,0.594,-0.293,2117.94,186.48,52.0,0.0,0.1
49833,6774,jet,-0.45,-1.811,1734.06,157.32,37.0,1.0,0.01
49834,6774,MET,0.0,-0.511,257.91,0.0,0.0,0.0,0.0
49835,6775,tau,0.164,0.089,1063.17,128.57,1.0,0.0,1.1
49836,6775,jet,0.217,-2.887,3692.54,200.67,52.0,0.0,0.37
49837,6775,jet,-0.985,0.98,475.89,21.67,8.0,0.0,1.18
49838,6775,jet,0.922,2.828,455.89,17.13,10.0,0.0,4.06
49839,6775,jet,-0.475,0.613,44.32,6.09,7.0,0.0,0.0
49840,6775,MET,0.0,0.112,2664.36,0.0,0.0,0.0,0.0
49841,6776,jet,-0.065,0.137,2908.33,330.0,29.0,0.0,0.66
49842,6776,jet,-0.313,2.876,1579.73,198.85,53.0,0.0,0.61
49843,6776,jet,0.508,-2.467,1478.67,163.55,31.0,1.0,0.09
49844,6776,jet,-0.91,-3.087,1005.35,50.63,17.0,0.0,3.02
49845,6776,jet,-0.931,2.422,90.43,15.9,10.0,0.0,0.89
49846,6776,MET,0.0,0.05,871.92,0.0,0.0,0.0,0.0
49847,6777,jet,1.066,0.406,2647.69,230.5,80.0,0.0,0.11
49848,6777,jet,-0.899,-2.4,1778.67,134.97,71.0,0.0,0.1
49849,6777,jet,-0.889,3.098,1151.06,91.35,18.0,0.0,0.28
49850,6777,jet,-0.217,1.101,278.87,18.01,8.0,0.0,0.25
49851,6777,jet,-0.212,-2.434,218.82,35.65,42.0,0.0,1.12
49852,6777,jet,1.404,0.779,22.5,2.63,48.0,0.0,8.49
49853,6777,MET,0.0,-0.329,43.37,0.0,0.0,0.0,0.0
49854,6778,jet,0.133,1.428,2118.44,159.48,15.0,0.0,0.06
49855,6778,jet,-0.054,-0.699,1839.27,255.34,35.0,0.0,0.45
49856,6778,jet,-0.544,-2.088,1087.91,43.76,15.0,0.0,0.52
49857,6778,jet,0.121,2.756,824.06,32.12,9.0,0.0,5.98
49858,6778,jet,0.595,-2.075,297.4,45.51,31.0,0.0,0.17
49859,6778,jet,0.852,-1.718,218.18,14.0,22.0,0.0,0.33
49860,6778,jet,2.947,-0.933,32.54,4.9,0.0,0.0,4.91
49861,6778,MET,0.0,2.37,368.17,0.0,0.0,0.0,0.0
49862,6779,electron,0.875,2.072,2312.27,0.0,-1.0,0.0,0.0
49863,6779,jet,-0.112,-2.049,1339.95,51.84,12.0,0.0,0.63
49864,6779,jet,0.049,2.048,1070.99,246.22,50.0,1.0,0.76
49865,6779,jet,0.259,0.131,996.95,182.18,38.0,0.0,0.7
49866,6779,jet,-1.271,-0.819,928.37,25.68,16.0,0.0,2.86
49867,6779,jet,-0.853,-1.115,674.91,59.46,34.0,0.0,0.15
49868,6779,jet,-0.627,1.823,63.02,11.91,20.0,1.0,1.18
49869,6779,MET,0.0,-1.18,790.93,0.0,0.0,0.0,0.0
49870,6780,jet,0.795,-1.619,2202.73,127.59,37.0,0.0,0.73
49871,6780,jet,0.572,1.099,929.63,103.47,35.0,0.0,0.85
49872,6780,jet,0.011,1.23,777.73,47.01,23.0,0.0,0.59
49873,6780,jet,-2.539,2.114,637.52,28.58,3.0,0.0,6.45
49874,6780,jet,0.684,-3.108,146.41,15.53,8.0,0.0,0.69
49875,6780,jet,0.381,-2.281,54.89,5.09,6.0,0.0,5.56
49876,6780,jet,1.507,-1.819,35.59,6.12,9.0,0.0,0.21
49877,6780,MET,0.0,1.797,156.0,0.0,0.0,0.0,0.0
49878,6781,jet,0.329,-2.759,3562.07,198.55,46.0,0.0,2.37
49879,6781,jet,-0.107,-0.092,3180.8,79.82,31.0,0.0,0.02
49880,6781,jet,-0.361,1.272,1465.59,162.83,32.0,0.0,0.25
49881,6781,jet,0.564,3.083,396.28,26.87,48.0,0.0,0.0
49882,6781,jet,1.356,2.181,63.78,13.8,9.0,0.0,9.11
49883,6781,jet,-1.104,-2.962,26.48,5.62,8.0,1.0,0.0
49884,6781,MET,0.0,0.833,208.77,0.0,0.0,0.0,0.0
49885,6782,muon,0.121,2.437,888.91,0.11,1.0,3.0,891.0
49886,6782,jet,-0.685,-0.764,1667.8,178.78,58.0,0.0,0.34
49887,6782,jet,1.499,2.151,1253.76,96.12,28.0,0.0,0.07
49888,6782,jet,-1.649,-0.957,718.43,41.32,11.0,0.0,5.81
49889,6782,jet,-1.463,-1.663,78.78,5.64,5.0,0.0,0.0
49890,6782,MET,0.0,2.357,315.46,0.0,0.0,0.0,0.0
49891,6783,tau,-1.318,-1.337,82.74,8.47,1.0,0.0,0.0
49892,6783,jet,-0.498,1.308,2738.96,209.16,24.0,0.0,1.1
49893,6783,jet,0.024,-2.94,2027.9,70.73,12.0,0.0,0.92
49894,6783,jet,0.268,-0.72,1415.99,133.36,18.0,0.0,0.73
49895,6783,jet,1.584,-2.103,703.46,37.39,19.0,0.0,2.09
49896,6783,jet,-1.069,-0.886,399.2,54.49,25.0,0.0,0.98
49897,6783,jet,-1.004,-1.73,33.91,5.55,12.0,0.0,1.08
49898,6783,jet,0.733,-0.919,28.29,5.05,15.0,0.0,2.6
49899,6783,MET,0.0,-0.737,384.02,0.0,0.0,0.0,0.0
49900,6784,jet,-1.536,-0.692,1353.94,44.11,13.0,0.0,0.0
49901,6784,jet,0.37,2.847,1024.52,213.01,37.0,1.0,0.71
49902,6784,jet,2.187,1.773,504.99,6.83,2.0,0.0,0.0
49903,6784,MET,0.0,1.099,92.74,0.0,0.0,0.0,0.0
49904,6785,jet,0.217,-2.215,2790.72,551.37,95.0,0.0,0.67
49905,6785,jet,-0.573,1.39,2522.62,96.3,36.0,0.0,0.88
49906,6785,jet,0.286,-0.157,1374.25,50.15,14.0,0.0,0.61
49907,6785,jet,0.704,-3.133,82.71,13.02,11.0,0.0,0.12
49908,6785,jet,-1.28,-1.869,72.86,10.61,10.0,0.0,0.19
49909,6785,jet,-0.052,-0.684,67.08,11.05,12.0,0.0,0.0
49910,6785,jet,-1.414,2.777,42.81,7.69,5.0,0.0,0.95
49911,6785,jet,-1.046,-0.165,27.19,6.44,6.0,0.0,1.95
49912,6785,jet,0.541,-1.032,26.01,6.69,7.0,0.0,4.44
49913,6785,jet,0.47,-1.581,24.65,4.26,20.0,0.0,0.37
49914,6785,jet,0.716,-2.183,23.53,6.39,42.0,0.0,0.0
49915,6785,MET,0.0,1.689,145.94,0.0,0.0,0.0,0.0
49916,6786,tau,-0.171,-1.266,1120.49,89.58,1.0,0.0,0.57
49917,6786,jet,0.118,1.384,4265.05,188.36,44.0,0.0,7.62
49918,6786,jet,0.19,-2.316,2038.69,111.69,39.0,0.0,0.12
49919,6786,jet,0.171,1.954,137.99,24.33,30.0,0.0,3.25
49920,6786,jet,0.19,-1.721,86.43,12.53,30.0,0.0,0.0
49921,6786,jet,-2.054,-1.54,85.0,16.28,11.0,0.0,0.32
49922,6786,MET,0.0,-1.371,1622.25,0.0,0.0,0.0,0.0
49923,6787,tau,0.086,-1.89,3265.72,562.22,1.0,0.0,0.6
49924,6787,jet,1.032,1.613,2350.99,158.05,14.0,0.0,1.2
49925,6787,jet,-1.059,0.364,1000.47,131.26,31.0,0.0,0.01
49926,6787,jet,0.533,-2.147,74.75,7.74,17.0,0.0,3.11
49927,6787,jet,-1.485,0.36,61.69,7.71,20.0,1.0,0.0
49928,6787,MET,0.0,1.159,454.63,0.0,0.0,0.0,0.0
49929,6788,jet,0.25,-0.947,2571.74,121.24,24.0,0.0,0.56
49930,6788,jet,-1.251,2.356,1804.28,134.78,13.0,0.0,0.0
49931,6788,jet,0.192,1.107,1247.39,193.85,25.0,1.0,0.94
49932,6788,jet,0.45,2.885,823.87,136.11,25.0,0.0,0.68
49933,6788,jet,0.726,-1.273,254.28,28.83,23.0,1.0,1.45
49934,6788,jet,-0.013,-1.614,217.76,31.1,14.0,0.0,0.17
49935,6788,jet,-1.062,1.121,43.41,3.8,5.0,0.0,0.0
49936,6788,MET,0.0,-2.04,120.46,0.0,0.0,0.0,0.0
49937,6789,electron,0.28,-2.597,3058.72,0.0,-1.0,0.0,0.0
49938,6789,electron,0.665,0.153,2862.16,0.0,1.0,0.0,0.0
49939,6789,jet,-0.91,1.79,1156.8,166.0,28.0,0.0,4.39
49940,6789,jet,1.56,-0.871,257.3,39.49,12.0,0.0,1.42
49941,6789,jet,-0.759,-1.928,96.36,10.04,7.0,0.0,999.9
49942,6789,jet,0.793,2.428,89.65,16.24,17.0,1.0,0.52
49943,6789,jet,0.994,-1.621,57.7,13.72,12.0,1.0,8.27
49944,6789,MET,0.0,1.653,268.39,0.0,0.0,0.0,0.0
49945,6790,photon,0.124,-2.749,4216.3,0.0,0.0,0.0,0.0
49946,6790,tau,-0.237,-1.431,286.41,16.66,1.0,0.0,999.9
49947,6790,jet,0.205,0.578,4947.6,125.41,39.0,0.0,0.11
49948,6790,jet,0.257,1.401,102.66,9.91,8.0,1.0,0.99
49949,6790,jet,0.153,-1.85,101.94,13.77,17.0,0.0,0.25
49950,6790,jet,-0.92,0.218,53.45,9.28,11.0,0.0,0.0
49951,6790,MET,0.0,-1.955,890.89,0.0,0.0,0.0,0.0
49952,6791,jet,0.564,-1.118,3199.97,311.93,58.0,1.0,0.29
49953,6791,jet,-0.457,2.344,2213.23,129.46,26.0,0.0,0.64
49954,6791,jet,-0.16,1.525,831.36,44.04,10.0,0.0,1.25
49955,6791,jet,0.309,1.041,620.76,71.3,32.0,0.0,0.07
49956,6791,jet,-2.106,2.815,405.02,48.46,12.0,0.0,0.31
49957,6791,jet,-0.645,1.595,47.97,5.38,6.0,0.0,0.74
49958,6791,jet,2.05,1.414,31.44,6.96,12.0,0.0,0.69
49959,6791,jet,0.04,0.562,30.85,4.21,11.0,0.0,4.53
49960,6791,jet,-0.15,2.689,27.83,5.02,29.0,0.0,1.2
49961,6791,MET,0.0,-1.09,348.46,0.0,0.0,0.0,0.0
49962,6792,tau,-1.88,2.915,897.68,0.95,1.0,0.0,999.9
49963,6792,jet,0.248,-1.476,951.5,74.86,29.0,0.0,0.3
49964,6792,jet,2.058,0.85,914.12,30.13,11.0,0.0,4.28
49965,6792,jet,-0.407,-0.367,365.73,89.08,32.0,0.0,0.35
49966,6792,jet,-0.018,-0.997,234.86,30.58,24.0,1.0,0.37
49967,6792,jet,-0.595,-1.02,23.37,3.7,16.0,0.0,4.94
49968,6792,MET,0.0,2.196,505.92,0.0,0.0,0.0,0.0
49969,6793,jet,1.101,-2.303,2622.79,25.09,12.0,0.0,0.0
49970,6793,jet,-0.447,0.929,1407.03,80.64,10.0,1.0,0.29
49971,6793,jet,-1.871,0.692,937.59,63.66,20.0,0.0,0.89
49972,6793,jet,-0.62,-0.084,45.79,6.06,7.0,0.0,1.35
49973,6793,MET,0.0,1.031,269.7,0.0,0.0,0.0,0.0
49974,6794,tau,-0.052,-2.598,2868.63,73.59,1.0,0.0,0.52
49975,6794,tau,0.107,0.622,2459.47,11.12,-1.0,0.0,0.0
49976,6794,jet,-0.817,-1.216,528.56,21.21,16.0,0.0,0.85
49977,6794,jet,-0.483,1.788,327.54,15.56,9.0,1.0,0.11
49978,6794,jet,-0.35,-2.314,235.07,0.0,1.0,0.0,0.0
49979,6794,jet,-0.346,1.302,111.67,7.21,8.0,0.0,0.3
49980,6794,jet,-2.7,-2.709,63.44,1.17,0.0,0.0,17.4
49981,6794,MET,0.0,0.553,638.77,0.0,0.0,0.0,0.0
49982,6795,jet,-0.028,-3.04,1845.68,106.09,21.0,0.0,0.04
49983,6795,jet,-0.447,-2.508,1408.06,65.69,24.0,0.0,0.12
49984,6795,jet,-0.311,-0.57,1350.94,100.59,14.0,1.0,1.26
49985,6795,jet,-1.243,-0.805,698.6,96.82,37.0,0.0,0.94
49986,6795,jet,0.33,1.278,636.07,30.42,17.0,1.0,0.0
49987,6795,jet,-0.652,-2.025,39.02,7.42,10.0,0.0,0.71
49988,6795,MET,0.0,0.963,2062.47,0.0,0.0,0.0,0.0
49989,6796,jet,-1.023,-2.93,2029.72,350.41,53.0,0.0,0.27
49990,6796,jet,0.986,-0.194,1858.9,176.38,44.0,0.0,4.44
49991,6796,jet,1.565,0.747,897.38,112.93,26.0,0.0,0.89
49992,6796,jet,-0.952,2.938,632.58,60.67,60.0,0.0,0.7
49993,6796,jet,0.002,0.704,223.05,18.66,12.0,0.0,0.61
49994,6796,jet,0.064,-1.979,138.2,25.13,26.0,0.0,2.27
49995,6796,jet,-0.455,1.759,73.14,10.71,11.0,0.0,1.07
49996,6796,jet,-0.923,2.389,48.28,8.4,23.0,0.0,0.9
49997,6796,jet,0.349,-1.189,46.7,9.26,8.0,0.0,4.17
