,event,particle,eta,phi,PT,jmass,ntrk,btag,hadem
16529,2250,jet,0.282,-0.574,36.84,4.53,7.0,0.0,0.4
16530,2250,jet,-0.957,1.004,34.54,2.46,34.0,1.0,0.0
16531,2250,jet,4.201,2.439,27.38,5.58,0.0,0.0,7.72
16532,2250,MET,0.0,-2.788,376.03,0.0,0.0,0.0,0.0
16533,2251,photon,0.943,3.109,2290.67,0.0,0.0,0.0,0.0
16534,2251,muon,-1.787,2.103,927.55,0.11,1.0,5.0,930.0
16535,2251,jet,-0.344,-0.204,2510.09,266.27,43.0,0.0,0.09
16536,2251,jet,-1.743,-1.287,209.52,32.05,18.0,0.0,0.38
16537,2251,jet,0.172,0.966,170.36,26.7,10.0,0.0,21.77
16538,2251,jet,-2.826,-1.693,39.65,1.88,1.0,0.0,999.9
16539,2251,jet,-1.479,-1.85,33.08,6.55,9.0,0.0,0.0
16540,2251,jet,-0.141,0.311,32.95,5.99,19.0,0.0,0.0
16541,2251,MET,0.0,-0.408,644.54,0.0,0.0,0.0,0.0
16542,2252,muon,0.117,2.483,1606.52,0.11,1.0,4.0,1607.0
16543,2252,jet,0.652,-0.739,2581.86,267.6,45.0,1.0,0.39
16544,2252,jet,-0.983,0.927,902.42,94.0,38.0,0.0,0.66
16545,2252,jet,-0.508,1.077,655.32,23.83,28.0,1.0,1.78
16546,2252,jet,0.583,-0.148,23.27,4.31,18.0,0.0,999.9
16547,2252,MET,0.0,-2.794,1602.08,0.0,0.0,0.0,0.0
16548,2253,jet,0.316,-1.548,1720.52,90.68,11.0,0.0,0.86
16549,2253,jet,0.453,2.122,1069.93,115.65,25.0,0.0,0.5
16550,2253,jet,0.24,-2.555,51.76,10.27,17.0,0.0,0.0
16551,2253,jet,0.431,3.093,34.77,0.0,3.0,0.0,999.9
16552,2253,jet,-3.587,1.175,22.17,2.52,0.0,0.0,999.9
16553,2253,MET,0.0,0.943,989.88,0.0,0.0,0.0,0.0
16554,2254,tau,0.367,-2.584,1724.64,26.42,-1.0,0.0,999.9
16555,2254,jet,0.134,0.564,2175.35,144.72,25.0,0.0,0.02
16556,2254,jet,0.929,-0.151,282.58,46.93,20.0,1.0,0.37
16557,2254,jet,1.077,0.307,278.11,24.89,17.0,0.0,1.44
16558,2254,jet,-2.379,0.407,37.6,4.77,5.0,0.0,49.09
16559,2254,MET,0.0,-2.832,1001.47,0.0,0.0,0.0,0.0
16560,2255,jet,-0.19,0.604,3165.72,392.11,65.0,0.0,0.2
16561,2255,jet,-0.085,-2.96,2101.33,133.58,23.0,0.0,0.03
16562,2255,jet,-0.133,-0.687,1819.1,87.66,12.0,0.0,0.33
16563,2255,jet,-1.983,0.428,31.61,6.94,9.0,0.0,2.93
16564,2255,jet,2.148,1.148,29.34,5.93,4.0,0.0,2.15
16565,2255,jet,0.967,3.085,26.12,6.78,7.0,1.0,0.4
16566,2255,MET,0.0,-2.981,1953.23,0.0,0.0,0.0,0.0
16567,2256,jet,-0.667,-0.042,2514.7,115.8,30.0,0.0,0.02
16568,2256,jet,0.763,-1.978,1835.65,164.53,17.0,0.0,11.04
16569,2256,jet,-0.782,2.709,901.33,62.58,21.0,0.0,0.14
16570,2256,jet,0.257,2.145,668.11,49.42,17.0,0.0,0.56
16571,2256,jet,-0.56,-1.271,190.47,23.19,24.0,0.0,0.89
16572,2256,jet,-0.901,1.971,164.81,20.92,21.0,0.0,0.41
16573,2256,jet,0.176,-0.996,100.59,11.01,14.0,0.0,0.29
16574,2256,jet,-0.301,-0.424,68.15,8.21,18.0,0.0,0.26
16575,2256,jet,-1.285,1.486,57.41,5.5,10.0,0.0,1.05
16576,2256,jet,-0.2,-1.564,33.16,5.89,19.0,0.0,999.9
16577,2256,jet,-0.293,0.202,31.37,4.46,28.0,0.0,0.63
16578,2256,jet,-0.673,-3.012,25.46,4.5,8.0,1.0,0.0
16579,2256,MET,0.0,2.211,1212.41,0.0,0.0,0.0,0.0
16580,2257,jet,0.234,-0.856,1707.81,59.64,20.0,0.0,0.22
16581,2257,jet,-0.738,1.437,1541.79,175.21,41.0,0.0,3.48
16582,2257,jet,1.179,-2.656,1043.55,91.72,22.0,0.0,0.67
16583,2257,jet,-2.218,1.481,722.89,48.94,24.0,0.0,0.37
16584,2257,jet,0.431,-2.156,311.49,16.35,14.0,0.0,0.57
16585,2257,jet,1.306,2.985,42.73,8.83,14.0,0.0,0.0
16586,2257,jet,-0.597,-1.614,41.83,4.5,7.0,0.0,999.9
16587,2257,jet,0.418,-2.817,35.69,7.24,4.0,0.0,0.44
16588,2257,jet,-1.054,2.146,34.66,6.4,3.0,0.0,0.0
16589,2257,jet,-0.462,2.99,30.55,5.66,8.0,0.0,0.96
16590,2257,MET,0.0,-2.301,300.82,0.0,0.0,0.0,0.0
16591,2258,tau,-0.795,1.548,752.74,22.11,-1.0,0.0,0.0
16592,2258,jet,0.527,-2.724,2582.04,26.62,4.0,0.0,0.06
16593,2258,jet,-0.148,0.098,2430.56,68.76,16.0,0.0,0.22
16594,2258,jet,0.216,-1.892,877.82,24.63,10.0,1.0,0.11
16595,2258,MET,0.0,1.351,893.62,0.0,0.0,0.0,0.0
16596,2259,jet,-0.318,1.093,1731.25,32.19,24.0,1.0,0.0
16597,2259,jet,0.405,-2.325,1692.34,149.57,23.0,0.0,0.33
16598,2259,jet,0.873,-0.738,1453.96,44.77,18.0,0.0,0.41
16599,2259,jet,-1.602,2.671,653.34,42.78,21.0,0.0,0.27
16600,2259,jet,0.539,-1.249,151.79,20.77,22.0,0.0,1.66
16601,2259,jet,-1.126,-3.064,41.43,8.2,15.0,0.0,0.0
16602,2259,MET,0.0,1.792,522.05,0.0,0.0,0.0,0.0
16603,2260,jet,0.398,1.108,2919.45,158.81,19.0,1.0,0.77
16604,2260,jet,0.861,-1.007,1496.78,282.11,41.0,1.0,0.09
16605,2260,jet,-0.9,-2.675,1428.16,179.99,41.0,1.0,0.76
16606,2260,jet,-0.531,-2.238,996.85,74.96,34.0,0.0,1.05
16607,2260,jet,-0.289,1.098,55.4,7.12,13.0,0.0,0.62
16608,2260,MET,0.0,2.899,260.94,0.0,0.0,0.0,0.0
16609,2261,jet,-0.012,0.145,4102.34,299.88,57.0,0.0,0.67
16610,2261,jet,0.073,3.007,2700.62,130.14,45.0,1.0,1.96
16611,2261,jet,0.245,-2.564,2015.75,265.68,40.0,0.0,1.25
16612,2261,jet,-0.168,0.598,167.27,14.78,45.0,1.0,0.0
16613,2261,jet,-0.475,-0.124,56.33,9.19,12.0,0.0,0.0
16614,2261,jet,-0.066,-2.84,26.6,0.89,68.0,0.0,4.53
16615,2261,MET,0.0,0.308,182.77,0.0,0.0,0.0,0.0
16616,2262,jet,-0.037,-0.221,3694.28,92.82,28.0,1.0,0.0
16617,2262,jet,0.157,3.105,2157.11,99.15,22.0,0.0,0.02
16618,2262,jet,-0.022,1.813,1165.96,16.67,12.0,0.0,0.0
16619,2262,jet,-0.394,-3.01,496.12,12.11,10.0,0.0,0.0
16620,2262,jet,1.397,-1.923,265.71,17.78,18.0,0.0,0.0
16621,2262,jet,-1.156,-1.625,126.35,21.47,10.0,0.0,0.0
16622,2262,jet,1.513,1.119,94.48,9.79,16.0,0.0,4.54
16623,2262,jet,1.214,-1.338,39.27,7.82,11.0,0.0,0.0
16624,2262,jet,1.616,-0.904,29.47,6.29,9.0,0.0,0.27
16625,2262,jet,2.039,-1.448,27.5,6.73,7.0,0.0,1.48
16626,2262,MET,0.0,3.078,665.37,0.0,0.0,0.0,0.0
16627,2263,jet,1.181,0.9,2388.65,132.1,23.0,1.0,0.2
16628,2263,jet,-1.195,-2.832,1520.21,92.99,21.0,1.0,0.05
16629,2263,jet,0.199,-0.656,1231.27,76.44,19.0,0.0,2.02
16630,2263,jet,-1.601,-2.467,779.62,116.23,20.0,0.0,0.72
16631,2263,jet,1.489,1.247,48.22,8.06,30.0,0.0,0.0
16632,2263,jet,-0.262,-0.346,24.4,4.54,12.0,0.0,0.0
16633,2263,MET,0.0,-2.706,494.96,0.0,0.0,0.0,0.0
16634,2264,jet,-0.157,0.906,1076.64,110.17,50.0,0.0,0.06
16635,2264,jet,-0.352,0.492,630.17,47.49,39.0,0.0,0.24
16636,2264,jet,-0.197,-0.056,571.23,52.43,25.0,0.0,0.33
16637,2264,jet,0.191,-1.377,179.33,18.34,16.0,0.0,0.0
16638,2264,jet,0.339,-0.517,67.91,14.23,10.0,1.0,0.56
16639,2264,jet,-0.101,-0.986,41.27,1.76,11.0,1.0,0.0
16640,2264,jet,-0.694,0.853,31.45,4.17,23.0,0.0,0.0
16641,2264,MET,0.0,-2.704,2138.31,0.0,0.0,0.0,0.0
16642,2265,jet,0.164,-3.111,3960.85,47.1,17.0,0.0,0.0
16643,2265,jet,-0.426,0.211,2492.13,149.36,40.0,0.0,0.01
16644,2265,jet,1.292,-0.688,833.82,68.89,12.0,1.0,0.02
16645,2265,jet,0.421,2.308,33.62,3.63,4.0,0.0,21.21
16646,2265,MET,0.0,0.095,887.78,0.0,0.0,0.0,0.0
16647,2266,jet,-1.027,-2.858,2021.94,95.14,17.0,0.0,0.23
16648,2266,jet,0.365,-0.399,1778.48,65.44,15.0,0.0,1.48
16649,2266,jet,1.116,0.827,1185.79,57.49,17.0,0.0,21.3
16650,2266,jet,0.426,2.73,895.27,147.87,32.0,0.0,0.43
16651,2266,jet,-1.357,-2.566,78.08,6.72,15.0,0.0,0.13
16652,2266,jet,-0.533,-2.605,74.31,13.99,12.0,0.0,0.6
16653,2266,jet,-0.302,-1.394,67.52,15.02,10.0,0.0,2.97
16654,2266,jet,-0.06,-3.132,50.77,7.0,22.0,0.0,3.31
16655,2266,jet,0.357,0.575,24.43,4.82,7.0,0.0,0.0
16656,2266,jet,2.069,-0.777,22.56,5.19,2.0,0.0,1.97
16657,2266,MET,0.0,0.344,479.55,0.0,0.0,0.0,0.0
16658,2267,jet,-0.119,-2.521,3352.79,107.03,24.0,0.0,0.34
16659,2267,jet,-0.442,0.572,2967.21,81.82,13.0,0.0,2.8
16660,2267,jet,1.151,0.524,1036.32,168.28,24.0,0.0,0.16
16661,2267,jet,-0.013,2.971,218.4,36.63,12.0,0.0,3.67
16662,2267,jet,-1.391,1.35,58.93,7.08,8.0,0.0,0.74
16663,2267,MET,0.0,-2.599,542.84,0.0,0.0,0.0,0.0
16664,2268,electron,0.148,-1.056,45.08,0.0,-1.0,0.0,0.0
16665,2268,jet,0.285,2.149,1068.87,148.49,28.0,0.0,1.8
16666,2268,jet,0.346,2.947,518.14,46.56,22.0,0.0,0.62
16667,2268,jet,-0.062,2.458,30.62,2.98,17.0,0.0,0.0
16668,2268,jet,-0.392,2.052,24.63,3.34,6.0,0.0,999.9
16669,2268,MET,0.0,-0.724,1499.53,0.0,0.0,0.0,0.0
16670,2269,jet,-0.754,-1.805,2129.26,122.2,15.0,0.0,4.66
16671,2269,jet,-1.209,1.682,955.01,67.18,19.0,0.0,1.04
16672,2269,jet,2.083,1.27,746.06,65.67,34.0,0.0,1.99
16673,2269,jet,1.391,0.294,194.6,26.53,18.0,0.0,0.23
16674,2269,jet,-0.766,1.448,114.74,8.09,16.0,1.0,2.59
16675,2269,jet,1.195,0.768,41.1,5.37,15.0,0.0,1.13
16676,2269,jet,2.302,0.509,37.49,4.8,1.0,0.0,0.14
16677,2269,MET,0.0,1.036,239.37,0.0,0.0,0.0,0.0
16678,2270,jet,0.468,-1.969,3812.55,161.84,35.0,0.0,0.84
16679,2270,jet,-0.487,1.514,3079.46,70.55,18.0,0.0,0.0
16680,2270,jet,0.756,0.253,1468.3,175.94,37.0,0.0,0.2
16681,2270,jet,0.673,-2.976,100.61,11.77,12.0,0.0,0.54
16682,2270,jet,-0.698,1.971,64.49,10.51,22.0,0.0,0.92
16683,2270,jet,-0.645,-2.33,37.2,4.45,7.0,0.0,999.9
16684,2270,jet,-3.025,1.594,28.46,5.98,0.0,0.0,999.9
16685,2270,MET,0.0,1.266,72.07,0.0,0.0,0.0,0.0
16686,2271,jet,-0.987,1.266,2669.71,219.85,28.0,1.0,3.79
16687,2271,jet,0.316,-1.931,1860.39,80.9,25.0,0.0,0.0
16688,2271,jet,1.232,-1.452,398.61,13.25,8.0,1.0,0.03
16689,2271,jet,-0.523,1.247,211.02,20.96,32.0,0.0,0.37
16690,2271,jet,-0.816,1.84,187.4,20.66,24.0,0.0,1.71
16691,2271,jet,-0.691,2.759,156.36,28.35,17.0,0.0,1.14
16692,2271,jet,1.794,-2.017,124.4,12.73,6.0,0.0,0.23
16693,2271,jet,1.948,-0.794,122.05,14.51,15.0,0.0,0.29
16694,2271,MET,0.0,-1.736,650.77,0.0,0.0,0.0,0.0
16695,2272,electron,0.205,0.446,665.43,0.0,1.0,0.0,0.0
16696,2272,jet,-0.158,-2.906,3985.77,90.77,15.0,0.0,0.02
16697,2272,jet,0.411,-1.244,828.22,126.61,51.0,0.0,0.12
16698,2272,jet,0.728,-0.563,116.28,16.6,21.0,0.0,0.12
16699,2272,jet,-1.993,-1.471,60.85,9.17,11.0,0.0,0.68
16700,2272,MET,0.0,0.493,3286.59,0.0,0.0,0.0,0.0
16701,2273,jet,0.184,-2.89,2839.14,99.44,16.0,0.0,0.04
16702,2273,jet,-0.13,1.5,2624.51,441.18,38.0,0.0,0.23
16703,2273,jet,-0.151,-0.736,1616.96,61.47,25.0,0.0,0.03
16704,2273,jet,-0.639,-0.524,1000.05,48.57,34.0,0.0,0.33
16705,2273,MET,0.0,-0.583,604.11,0.0,0.0,0.0,0.0
16706,2274,jet,-0.463,2.726,2731.71,194.37,41.0,0.0,0.5
16707,2274,jet,0.425,-0.881,2347.74,188.23,37.0,0.0,1.72
16708,2274,jet,0.351,0.533,1330.93,62.19,22.0,0.0,0.03
16709,2274,jet,1.492,2.583,73.92,10.92,9.0,0.0,0.0
16710,2274,MET,0.0,-2.977,62.83,0.0,0.0,0.0,0.0
16711,2275,jet,-1.882,-1.545,1366.02,80.93,15.0,0.0,1.96
16712,2275,jet,0.295,1.851,752.06,66.43,22.0,0.0,2.3
16713,2275,jet,1.759,1.135,525.42,21.46,13.0,1.0,0.03
16714,2275,jet,1.118,0.555,458.96,29.87,17.0,0.0,0.01
16715,2275,jet,2.013,2.962,391.9,37.98,17.0,0.0,0.68
16716,2275,jet,1.443,-1.082,72.79,7.13,6.0,0.0,0.25
16717,2275,jet,-0.403,2.493,67.55,12.28,7.0,0.0,10.63
16718,2275,MET,0.0,-1.858,118.53,0.0,0.0,0.0,0.0
16719,2276,jet,-0.049,0.048,3688.85,492.42,98.0,0.0,0.48
16720,2276,jet,0.077,3.056,3205.95,266.89,47.0,0.0,0.09
16721,2276,jet,-0.53,-2.52,1228.97,30.24,17.0,0.0,0.0
16722,2276,jet,-0.333,0.439,339.86,47.13,60.0,0.0,0.49
16723,2276,jet,-0.697,1.503,70.27,10.81,8.0,0.0,1.4
16724,2276,jet,0.402,-0.034,61.97,8.85,57.0,0.0,0.65
16725,2276,MET,0.0,0.42,154.93,0.0,0.0,0.0,0.0
16726,2277,jet,-0.425,0.505,3465.29,113.43,23.0,0.0,0.15
16727,2277,jet,0.169,-2.325,3187.95,216.45,48.0,0.0,0.28
16728,2277,jet,0.092,2.144,1077.91,76.64,31.0,0.0,3.29
16729,2277,jet,-0.631,1.138,28.1,6.15,7.0,0.0,0.69
16730,2277,MET,0.0,-2.315,368.72,0.0,0.0,0.0,0.0
16731,2278,jet,-0.366,2.936,3721.44,156.65,30.0,1.0,2.2
16732,2278,jet,0.679,-0.07,1274.62,211.7,30.0,0.0,0.72
16733,2278,jet,0.125,-0.759,1170.87,139.22,35.0,0.0,1.96
16734,2278,jet,0.095,-0.011,889.62,46.66,26.0,0.0,2.7
16735,2278,MET,0.0,0.248,669.52,0.0,0.0,0.0,0.0
16736,2279,jet,0.539,-2.629,2242.2,121.6,32.0,0.0,0.73
16737,2279,jet,-0.681,0.435,1500.06,60.13,12.0,0.0,0.03
16738,2279,jet,-0.157,-1.662,652.65,115.45,34.0,0.0,1.05
16739,2279,jet,0.242,2.286,607.44,28.84,10.0,0.0,1.83
16740,2279,jet,0.724,0.595,601.88,99.86,34.0,0.0,1.36
16741,2279,jet,0.734,-1.091,398.31,27.43,15.0,0.0,1.69
16742,2279,jet,0.887,-2.056,344.02,57.12,30.0,0.0,0.9
16743,2279,jet,0.144,-1.251,239.1,15.28,22.0,0.0,2.49
16744,2279,jet,-0.743,-0.216,88.79,14.91,8.0,0.0,0.24
16745,2279,jet,-0.003,-2.43,81.39,14.52,20.0,0.0,0.0
16746,2279,jet,0.561,2.862,60.14,7.52,10.0,0.0,0.54
16747,2279,jet,0.119,-3.068,57.16,9.66,17.0,0.0,0.72
16748,2279,jet,-0.488,-2.28,49.21,10.59,14.0,0.0,0.0
16749,2279,jet,0.301,0.737,38.42,0.15,14.0,0.0,999.9
16750,2279,jet,-0.364,-1.13,23.06,1.32,6.0,0.0,999.9
16751,2279,MET,0.0,1.191,1398.97,0.0,0.0,0.0,0.0
16752,2280,tau,-1.465,-2.473,1818.23,3.31,1.0,0.0,0.0
16753,2280,jet,-0.112,-2.676,821.81,82.0,18.0,0.0,0.18
16754,2280,jet,0.699,-2.231,659.12,33.71,13.0,0.0,4.14
16755,2280,jet,0.686,-1.604,59.47,12.32,16.0,0.0,1.03
16756,2280,MET,0.0,0.683,3310.09,0.0,0.0,0.0,0.0
16757,2281,jet,-1.229,-2.159,2317.73,161.39,36.0,0.0,0.54
16758,2281,jet,1.022,1.079,2066.6,106.97,31.0,0.0,1.72
16759,2281,jet,-0.933,0.613,390.34,68.68,16.0,0.0,0.0
16760,2281,jet,-1.255,-0.776,55.33,12.09,13.0,0.0,1.12
16761,2281,MET,0.0,-2.269,91.57,0.0,0.0,0.0,0.0
16762,2282,photon,0.148,0.157,1814.42,0.0,0.0,0.0,0.0
16763,2282,jet,-0.38,2.008,2998.88,350.53,13.0,1.0,0.03
16764,2282,jet,0.643,-1.871,2104.13,193.38,45.0,1.0,1.21
16765,2282,jet,0.132,-2.033,1079.24,39.58,27.0,0.0,0.0
16766,2282,jet,-0.125,-1.582,98.43,14.62,16.0,0.0,0.34
16767,2282,MET,0.0,-1.4,16.35,0.0,0.0,0.0,0.0
16768,2283,jet,-1.114,0.961,1491.55,123.35,18.0,0.0,0.41
16769,2283,jet,1.668,-2.54,1231.55,183.68,19.0,0.0,3.12
16770,2283,jet,0.574,-0.912,820.25,147.0,30.0,0.0,0.62
16771,2283,jet,-1.591,2.129,764.42,28.64,9.0,0.0,0.09
16772,2283,jet,-0.334,-1.722,375.06,30.95,21.0,0.0,0.12
16773,2283,jet,-1.157,0.501,39.53,5.44,14.0,0.0,999.9
16774,2283,MET,0.0,-0.925,162.39,0.0,0.0,0.0,0.0
16775,2284,tau,-0.1,-0.832,1347.55,96.25,1.0,0.0,0.89
16776,2284,jet,0.03,1.421,3980.29,663.41,51.0,0.0,0.43
16777,2284,jet,0.106,-2.046,2742.92,120.66,30.0,0.0,1.22
16778,2284,jet,0.127,2.825,232.55,26.42,5.0,0.0,0.36
16779,2284,jet,0.665,1.39,32.2,5.53,11.0,0.0,999.9
16780,2284,jet,1.22,-3.125,22.92,4.74,5.0,0.0,1.15
16781,2284,MET,0.0,-1.534,609.8,0.0,0.0,0.0,0.0
16782,2285,photon,0.515,2.047,767.92,0.0,0.0,0.0,0.0
16783,2285,tau,1.286,-0.152,844.87,91.26,1.0,0.0,0.1
16784,2285,jet,-0.937,-0.583,1633.51,200.2,54.0,1.0,0.81
16785,2285,jet,-0.557,-0.812,719.82,36.23,39.0,0.0,0.0
16786,2285,jet,1.981,-0.096,115.57,21.41,12.0,0.0,0.14
16787,2285,jet,-0.239,-2.773,25.22,6.51,4.0,0.0,999.9
16788,2285,jet,1.249,-0.607,23.36,1.88,15.0,0.0,999.9
16789,2285,MET,0.0,2.794,2600.91,0.0,0.0,0.0,0.0
16790,2286,tau,-2.789,-2.01,81.2,6.87,1.0,0.0,1.53
16791,2286,jet,0.434,2.287,2117.54,178.24,41.0,0.0,0.12
16792,2286,jet,0.55,-0.871,1859.45,250.77,41.0,1.0,0.18
16793,2286,jet,-1.417,2.108,831.45,154.39,20.0,0.0,0.0
16794,2286,jet,-2.624,1.217,22.94,1.84,0.0,0.0,5.3
16795,2286,MET,0.0,-0.891,1093.47,0.0,0.0,0.0,0.0
16796,2287,electron,0.876,0.474,2293.54,0.0,1.0,0.0,0.0
16797,2287,jet,-1.122,1.379,991.19,65.46,17.0,0.0,0.31
16798,2287,jet,0.395,-1.076,612.49,123.9,33.0,0.0,3.14
16799,2287,jet,-0.166,-1.217,161.67,21.74,22.0,0.0,0.0
16800,2287,jet,-1.755,-2.183,143.15,14.12,11.0,0.0,0.02
16801,2287,jet,-1.233,-2.547,130.39,8.17,8.0,0.0,1.31
16802,2287,jet,-0.793,1.007,108.84,18.65,15.0,1.0,0.35
16803,2287,jet,0.333,-0.634,88.48,12.62,22.0,0.0,2.32
16804,2287,jet,-2.134,-3.128,37.87,5.54,5.0,1.0,0.52
16805,2287,MET,0.0,-2.699,2738.3,0.0,0.0,0.0,0.0
16806,2288,jet,0.816,-0.386,2321.9,77.65,32.0,1.0,0.0
16807,2288,jet,-0.384,3.023,2264.61,78.31,32.0,0.0,0.19
16808,2288,jet,-0.954,1.095,854.44,77.14,18.0,0.0,1.22
16809,2288,jet,-0.204,-2.734,59.22,13.74,18.0,0.0,1.77
16810,2288,MET,0.0,-2.674,261.66,0.0,0.0,0.0,0.0
16811,2289,jet,-0.827,-0.582,3202.39,76.53,19.0,0.0,0.43
16812,2289,jet,1.151,2.584,1757.01,270.29,27.0,0.0,0.28
16813,2289,jet,0.156,2.517,1288.66,124.24,34.0,0.0,1.56
16814,2289,MET,0.0,2.768,212.44,0.0,0.0,0.0,0.0
16815,2290,jet,0.24,0.62,3456.3,509.09,35.0,0.0,1.5
16816,2290,jet,-0.042,-2.259,2369.75,217.25,56.0,0.0,0.44
16817,2290,jet,-0.767,3.052,1212.33,162.97,27.0,0.0,1.05
16818,2290,jet,0.696,-2.401,857.37,51.8,18.0,1.0,0.71
16819,2290,jet,-0.184,0.417,65.61,2.78,16.0,0.0,0.0
16820,2290,jet,-0.213,-1.865,37.61,4.82,47.0,0.0,0.0
16821,2290,jet,-0.851,-2.41,32.09,7.9,6.0,0.0,1.07
16822,2290,MET,0.0,0.541,574.59,0.0,0.0,0.0,0.0
16823,2291,jet,0.814,0.925,2088.82,84.11,25.0,0.0,0.04
16824,2291,jet,-0.58,-2.109,1258.27,245.78,32.0,0.0,1.54
16825,2291,jet,-1.053,1.189,1254.03,85.88,41.0,0.0,0.1
16826,2291,jet,0.312,-2.514,1149.34,60.54,18.0,0.0,0.13
16827,2291,jet,0.968,-1.522,971.92,185.41,29.0,1.0,0.34
16828,2291,jet,0.037,0.688,99.84,15.84,13.0,0.0,0.57
16829,2291,jet,0.918,2.021,33.57,5.39,8.0,0.0,0.0
16830,2291,MET,0.0,-2.462,377.33,0.0,0.0,0.0,0.0
16831,2292,jet,0.692,-0.233,2412.97,199.56,31.0,1.0,1.64
16832,2292,jet,0.915,-3.005,1482.9,182.37,36.0,0.0,0.28
16833,2292,jet,-1.966,2.091,983.89,15.08,3.0,0.0,0.0
16834,2292,jet,1.542,-2.794,74.55,13.11,20.0,0.0,0.7
16835,2292,MET,0.0,-2.901,329.08,0.0,0.0,0.0,0.0
16836,2293,jet,0.2,-1.03,3182.98,175.83,37.0,0.0,0.02
16837,2293,jet,-0.3,1.936,3176.22,136.03,21.0,0.0,0.69
16838,2293,jet,0.523,2.669,1206.09,87.73,27.0,0.0,1.34
16839,2293,jet,-0.676,0.82,191.78,32.54,17.0,0.0,2.15
16840,2293,jet,0.273,-1.903,146.08,25.12,13.0,0.0,0.22
16841,2293,jet,-0.592,-0.18,63.2,9.81,13.0,0.0,0.56
16842,2293,MET,0.0,-1.083,880.62,0.0,0.0,0.0,0.0
16843,2294,photon,0.457,3.0,25.95,0.0,0.0,0.0,0.0
16844,2294,tau,1.088,-2.494,720.02,126.74,1.0,0.0,2.65
16845,2294,jet,-0.79,0.167,3200.95,114.24,18.0,0.0,1.03
16846,2294,MET,0.0,-3.091,2486.35,0.0,0.0,0.0,0.0
16847,2295,jet,-1.058,1.119,2494.48,33.28,13.0,0.0,0.0
16848,2295,jet,0.838,-2.026,1700.07,350.81,49.0,0.0,0.39
16849,2295,jet,1.791,-1.864,886.35,88.67,23.0,0.0,1.04
16850,2295,jet,0.743,2.321,150.18,10.27,12.0,1.0,1.92
16851,2295,jet,1.347,-1.682,52.55,8.16,25.0,0.0,1.29
16852,2295,MET,0.0,1.224,82.32,0.0,0.0,0.0,0.0
16853,2296,jet,-0.01,0.28,3916.51,229.85,34.0,0.0,1.36
16854,2296,jet,-0.186,2.906,2586.59,134.22,20.0,0.0,0.01
16855,2296,jet,0.902,-2.325,1118.59,100.84,23.0,0.0,0.49
16856,2296,jet,-0.149,-1.47,543.27,61.65,20.0,0.0,0.36
16857,2296,jet,0.181,3.125,124.36,8.37,21.0,0.0,0.29
16858,2296,jet,-0.174,0.715,117.75,14.29,37.0,1.0,5.54
16859,2296,jet,-0.333,-2.752,82.3,6.44,8.0,0.0,5.55
16860,2296,jet,1.174,-1.812,43.66,7.0,12.0,0.0,0.73
16861,2296,MET,0.0,-2.482,533.52,0.0,0.0,0.0,0.0
16862,2297,jet,0.363,-3.063,4249.51,352.76,51.0,0.0,1.87
16863,2297,jet,-0.063,-0.029,1578.27,86.79,38.0,1.0,2.45
16864,2297,jet,0.181,0.589,1282.16,78.37,29.0,0.0,1.07
16865,2297,jet,0.705,-0.772,563.86,41.8,21.0,0.0,0.91
16866,2297,jet,0.84,3.059,54.62,6.95,20.0,0.0,0.24
16867,2297,jet,0.751,-1.936,31.65,5.01,4.0,0.0,3.19
16868,2297,MET,0.0,0.071,1269.28,0.0,0.0,0.0,0.0
16869,2298,jet,0.424,-0.721,2840.14,46.2,14.0,0.0,0.03
16870,2298,jet,-0.26,1.774,2538.09,104.98,25.0,0.0,0.02
16871,2298,jet,-0.694,-2.572,1247.67,146.46,30.0,0.0,0.7
16872,2298,jet,0.226,1.491,689.85,54.5,25.0,0.0,1.48
16873,2298,jet,0.444,-1.962,641.27,48.21,10.0,0.0,0.11
16874,2298,MET,0.0,-3.03,390.35,0.0,0.0,0.0,0.0
16875,2299,tau,1.746,2.44,26.86,5.52,-1.0,0.0,1.12
16876,2299,jet,0.15,-1.829,4501.08,119.68,38.0,0.0,0.22
16877,2299,jet,-0.373,1.348,2728.59,92.14,29.0,0.0,0.03
16878,2299,jet,0.231,1.34,1069.43,115.28,27.0,0.0,2.22
16879,2299,jet,0.709,1.033,661.54,59.09,28.0,0.0,0.61
16880,2299,jet,-0.34,1.857,58.42,7.24,11.0,0.0,1.07
16881,2299,MET,0.0,1.954,22.4,0.0,0.0,0.0,0.0
16882,2300,jet,-0.052,2.202,3699.63,140.12,27.0,0.0,0.14
16883,2300,jet,-0.492,-0.126,3547.59,193.93,25.0,1.0,0.41
16884,2300,jet,-0.182,-2.165,2650.04,324.46,48.0,0.0,0.19
16885,2300,jet,0.367,-0.075,203.72,20.18,8.0,0.0,2.82
16886,2300,jet,-0.765,0.932,28.28,4.48,9.0,0.0,0.0
16887,2300,MET,0.0,-1.792,392.13,0.0,0.0,0.0,0.0
16888,2301,jet,0.45,-2.435,2414.1,45.79,19.0,0.0,2.89
16889,2301,jet,-0.997,0.978,1201.38,75.41,22.0,0.0,1.0
16890,2301,jet,-1.596,0.04,930.77,72.47,39.0,0.0,0.14
16891,2301,jet,0.48,0.234,376.09,70.29,23.0,0.0,0.06
16892,2301,jet,2.536,2.739,317.04,18.67,0.0,0.0,1.13
